Network Reference ID,Parent Network Reference ID,Substation Name,Substation Number,Asset Type,Latitude,Longitude,Bulk Supply Point Name,Primary Substation
245497,245350,Gwaun Cae Gurwen,520137,Primary,51.789,-3.8683,,GWAUN CAE GURWEN 11kV
315039,314638,Halesfield 33/11kv,840002,Primary,52.6407,-2.4333,Ironbridge 132 33,Halesfield 33 11
315160,314617,Halfway 33 11kv S Stn,890089,Primary,53.3281,-1.3423,Staveley,Halfway
491972,314652,Hall Farm Newbold Verdon,939122,Primary,52.6252,-1.3638,,
315020,314618,Hallcroft Rd 33 11kv S Stn,890052,Primary,53.3352,-0.9562,Checkerhouse,Hallcroft Road
315117,314651,Hamilton 33/11kv,920044,Primary,52.6586,-1.0786,Leicester East,Hamilton
315308,314635,Hammerley Down 33/11kv,790025,Primary,51.6254,-2.4203,Ryeford 132 33,Hammerley Down 33 11
314760,314540,Hams Hall 132/33kv,670033,BSP,52.5243,-1.7183,,
314939,314735,Hanslope Park 33/11kv,940022,Primary,52.1064,-0.8058,Bradwell Abbey,Hanslope Park
314872,314584,Harbury 11kv S Stn,930058,Primary,52.227,-1.4307,Harbury,Harbury 11
314584,314531,Harbury 33kv S Stn,930011,BSP,52.2278,-1.4329,Harbury,
315125,420020,Harlescott 33/11kv,840021,Primary,52.7386,-2.7288,Shrewsbury 132 33,Harlescott 33 11
315368,314741,Harrold 33/11kv,920061,Primary,52.2062,-0.6047,Wellingborough,Harrold
15237,22,Hatherleigh,350019,Primary,50.8174,-4.0754,PYWORTHY 33kV,HATHERLEIGH 11KV
315177,451115,Hatton 33 11kv S Stn,870031,Primary,52.8637,-1.6817,Burton 33,Hatton
437331,,Hatton Gas Compressor 132kv,690064,Primary,53.2699,-0.2351,,
15203,54,Haven Road,310049,Primary,50.7157,-3.5312,EXETER CITY 33kV,HAVEN ROAD 11kV
245312,245306,Haverfordwest Grid,600016,BSP,51.8064,-4.9343,,HAVERFORDWEST 33kV
245310,245312,Haverfordwest Power Stn,600017,Primary,51.8026,-4.9633,,HAVERFORD WEST P/STN 11kV
314841,314587,Hawkesmill Lane 33/6.6kv,930028,Primary,52.4425,-1.5606,Coventry West,Hawkesmill Lane 6.6
315264,314702,Hawton 11kv S Stn,900026,Primary,53.0499,-0.8053,Hawton,Hawton 11
314702,314542,Hawton 33kv S Stn,900003,BSP,53.0505,-0.805,Hawton,
12894,10,Hayle,417150,Primary,50.1962,-5.3913,HAYLE 33kV,HAYLE LOCAL 11kV
10,138,Hayle Bsp,407150,BSP,50.1929,-5.4298,Hayle 33 kV,HAYLE 33KV
315356,314737,Hazelwood 33/11kv,920050,Primary,52.4852,-0.7131,Corby,Hazelwood
315165,314666,Heanor 11kv S Stn,870022,Primary,53.021,-1.3625,Heanor,Heanor 11
314666,314551,Heanor 33kv S Stn,870007,BSP,53.0211,-1.3628,Heanor,
245436,252931,Heath,510141,Primary,51.5069,-3.1976,,HEATH 11kV
305580,252931,Heath Hospital Primary,510327,Primary,51.5063,-3.1943,,HEATH HOSPITAL 11kV
15184,65,Heavitree,310029,Primary,50.7198,-3.4903,SOWTON 33kV,HEAVITREE 11kV
15153,19,Heddon Cross,260430,Primary,51.0367,-3.9295,BARNSTAPLE 33kV,HEDDON CROSS 11kV
15247,9,Helston,417050,Primary,50.1105,-5.2687,RAME 33kV,HELSTON 11KV
15204,67,Hemyock,310056,Primary,50.9182,-3.2519,TIVERTON 33kV,HEMYOCK 11kV
245340,245341,Hendy,520142,Primary,51.7119,-4.0555,,HENDY 11kV
314601,314538,Hereford 132/66kv,670013,BSP,52.0544,-2.6204,Hereford (Bishops Wood) (GT1),
482800,314601,Hereford Central 66/11kv,670151,Primary,52.0594,-2.7162,Hereford (Walham) 132 66,Hereford Central 66 11
314914,314601,Hereford North 66/11kv,670096,Primary,52.0743,-2.7146,Hereford (Walham) 132 66,Hereford North 66 11
314932,314601,Hereford South 66/11kv,670103,Primary,52.0291,-2.7065,Hereford (Walham) 132 66,Hereford South 66 11
15059,98,Hewlett Packard,113720,Primary,51.5012,-2.5564,LOCKLEAZE 33kV 'K' BAR,HEWLETT PACKARD 11kV
15074,119,High Littleton,161532,Primary,51.33,-2.5004,RADSTOCK 33kV,HIGH LITTLETON 11kV
315059,314639,High Offley 33/11kv,850004,Primary,52.8319,-2.3206,Meaford 'C' 132 33,High Offley 33 11
15212,42,Higher Woodway,340018,Primary,50.5611,-3.4965,NEWTON ABBOT 33kV OUTER BAR,HIGHER WOODWAY 11kV
315109,314651,Highfields 33/11kv,920036,Primary,52.6291,-1.1215,Leicester East,Highfields
245425,245433,Highmead,510144,Primary,51.4763,-3.2455,,HIGHMEAD 11kV
460458,65,Hill Barton Primary,310061,Primary,50.7122,-3.4113,SOWTON 33kV,HILL BARTON BUSINESS PARK 11kV
315058,314639,Hill Chorlton 33/11kv,850003,Primary,52.952,-2.2975,Meaford 'C' 132 33,Hill Chorlton 33 11
314881,314579,Hillmorton 33/11kv,930067,Primary,52.3667,-1.2204,Rugby,Hillmorton
315089,,Hinckley 11kv S Stn,930103,Primary,52.5289,-1.3951,,
314655,314533,Hinckley 132kv S Stn,690029,BSP,52.5289,-1.396,Hinckley 132 11,Hinckley 132 11
314646,314533,Hinckley 33kv S Stn,930019,BSP,52.5287,-1.3953,Hinckley 33,
314794,314571,Hinksford 132/33kv 132/11kv & 33/11kv,670062,BSP,52.5057,-2.1941,Hinksford 132 33,
420064,314794,Hinksford 132/33kv 132/11kv & 33/11kv,670062,Primary,52.5057,-2.1941,Hinksford 132 11 (GT1B),Hinksford 132 11
315118,314639,Hinstock 33/11kv,850007,Primary,52.8367,-2.451,Meaford 'C' 132 33,Hinstock 33 11
245381,245516,Hirwaun Primary,550018,BSP,51.741,-3.537,,HIRWAUN 33kV
253730,245381,Hirwaun Primary,550018,Primary,51.741,-3.537,,HIRWAUN 11kV
487815,314730,Hockley 132/11kv,670200,Primary,52.4889,-1.901,Hockley 132 11 (GT1A),Hockley 132 11
488941,314650,Hockley Farm Road 33/11kv,926144,Primary,52.6302,-1.1877,,
315230,314708,Holbeach 33/11kv,910026,Primary,52.8168,0.0296,Spalding & South Holland,Holbeach
314851,314586,Holbrook Lane 33/6.6kv,930038,Primary,52.4354,-1.5072,Coventry Central,Holbrook Lane 6.6
15131,12908,Holford,210560,Primary,51.1688,-3.1967,BOWHAYS CROSS 33kV,HOLFORD 11kV
15224,41,Hollicombe,340033,Primary,50.4536,-3.558,PAIGNTON 33kV,HOLLICOMBE 11kV
315010,314617,Holme Carr 33 11kv S Stn,890042,Primary,53.3132,-1.165,Whitwell,Holme Carr
15232,22,Holsworthy,350014,Primary,50.8049,-4.3566,PYWORTHY 33kV,HOLSWORTHY 11KV
315248,314703,Holwell 33/11kv,910044,Primary,52.7752,-0.9198,Melton Mowbray,Holwell
314850,314585,Holyhead Road 33 11kv S Stn,930037,Primary,52.4168,-1.543,Coventry South,Holyhead Road
15197,56,Honiton Heathfield,310042,Primary,50.7908,-3.2061,EXETER MAIN 33kV 'K' BAR,HONITON HEATHFIELD 11kV
315069,314639,Hookgate 33/11kv,850006,Primary,52.9474,-2.3493,Meaford 'C' 132 33,Hookgate 33 11
315142,314657,Hopton 33/11kv,890071,Primary,53.0887,-1.6099,Winster,Hopton
315215,314706,Horncastle 33 11kv S Stn,900013,Primary,53.2181,-0.1122,Skegness,Horncastle
315064,420022,Hortonwood 132/11kv,680060,Primary,52.7189,-2.4892,Hortonwood 132 11 (GT1),Hortonwood 132 11
314963,314612,Hucknall 33 11kv S Stn,880011,Primary,53.0413,-1.1987,Annesley (1 & 2),Hucknall
314995,314612,Huthwaite 33/11kv,890027,Primary,53.1269,-1.2913,Annesley (3 & 4),Huthwaite
461352,314764,I54 Business Park 33/11kv,735832,Primary,52.63,-2.1419,Bushbury 132 33,I54
15146,17,Ilfracombe,260230,Primary,51.1997,-4.1107,EAST YELLAND 33kV,ILFRACOMBE 11kV
315194,314672,Ilkeston 33/11kv,870048,Primary,52.9758,-1.3249,Stanton,Ilkeston
138,,Indian Queens Sgp,406002,GSP,50.3947,-4.9009,,
512646,314660,Infinity Park 33 11 Kv S Stn,875136,Primary,52.879,-1.4636,,
315219,314706,Ingoldmells 33 11kv S Stn,900017,Primary,53.1801,0.3315,Skegness,Ingoldmells
314920,314652,Interlink Park 33/11 Kv,930084,Primary,52.6988,-1.3465,Coalville,Interlink Park
315043,420014,Ipsley 66/11kv,670120,Primary,52.2958,-1.9146,Ipsley 66 11 (T1A),Ipsley 66 11
130,,Iron Acton  S.G.P.,106009,GSP,51.5691,-2.4811,,
314537,,Iron Acton Supergrid 132kv,670001,GSP,51.569,-2.4814,,
245504,253131,Ironbridge,510148,Primary,51.5273,-3.2521,,IRONBRIDGE 11kV
314638,314547,Ironbridge 132/33kv,680025,BSP,52.633,-2.5094,Ironbridge 132 33 (GT2),
314547,,Ironbridge 400/132kv,680000,GSP,52.6324,-2.51,,
420022,314547,Ironbridge 400/132kv,680000,BSP,52.6324,-2.51,,
315366,314744,Irthlingborough 11kv S Stn,921092,Primary,52.3196,-0.6141,Irthlingborough,Irthlingborough 11
314744,314567,Irthlingborough 33kv S Stn,928000,BSP,52.3189,-0.614,Irthlingborough,
15272,10,Isles Of Scilly,417760,Primary,49.9143,-6.313,HAYLE 33kV,ISLES OF SCILLY 11kV
299,217,Ivybridge,330030,Primary,50.3863,-3.9257,PLYMPTON 33kV,IVYBRIDGE 11kV
314842,314587,Jaguar Browns Lane 33/11kv,930029,Primary,52.4378,-1.5559,Coventry West,Jaguar Cars Brown Lane
505749,314584,Jaguar Land Rover,939305,Primary,52.1936,-1.4776,,
245372,245520,Jersey Marine,520284,Primary,51.624,-3.872,,JERSEY MARINE 11kV
315101,314654,Jupiter 33 11kv S Stn,920028,Primary,52.6263,-1.1646,Leicester,Jupiter
314863,314580,Kenilworth 33/11kv,930050,Primary,52.3369,-1.5847,Coventry West,Kenilworth
315036,314601,Kenswick 66/11kv,670116,Primary,52.2278,-2.311,Hereford (Bishops Wood) & Ludlow 132 66,Kenswick 66 11
314637,314547,Ketley 33/11kv (Reporting),680024,BSP,52.6941,-2.484,Ketley 132 33 (GT1),
420084,314637,Ketley 33/11kv (Reporting),680024,Primary,52.6941,-2.484,Ketley 132 11 (GT4),Ketley 132 11
314740,314567,Kettering 33kv S Stn,920008,BSP,52.4016,-0.7381,Kettering,
314924,314740,Kettering North 33/11kv,920013,Primary,52.4249,-0.7351,Kettering,Kettering North
315255,314695,Ketton Cement 33/11kv,910051,Primary,52.642,-0.5447,,
15042,119,Keynsham East,111481,Primary,51.4112,-2.4922,RADSTOCK 33kV,KEYNSHAM EAST 11kV
15049,128239,Keynsham West,113180,Primary,51.4136,-2.5064,FEEDER ROAD 33kV 'J' BAR,KEYNSHAM WEST 11kV
314985,314623,Keyworth 33/11kv,880033,Primary,52.8689,-1.0799,Willoughby,Keyworth
315116,314648,Kibworth 11kv S Stn,920043,Primary,52.5371,-1.0234,Kibworth,Kibworth 11
314648,314567,Kibworth 33kv S Stn,920001,BSP,52.537,-1.0237,Kibworth,
314795,314538,Kidderminster 132/33/11kv Reporting,670063,BSP,52.3828,-2.2508,,
420065,314795,Kidderminster 132/33/11kv Reporting,670063,Primary,52.3828,-2.2508,Kidderminster 132 11 (GT1A),Kidderminster 132 11
245328,245356,Kidwelly,520286,Primary,51.7434,-4.2896,,KIDWELLY 11kV
315318,314734,Kiln Farm 33/11kv,940034,Primary,52.0491,-0.8255,Stony Stratford,Kiln Farm
315011,314619,Kilton Road 33/11kv,890043,Primary,53.3083,-1.1111,Worksop,Kilton Road
367,45,Kingsbridge,340016,Primary,50.284,-3.7812,TOTNES 33kV,KINGSBRIDGE 11kV
315285,314717,Kingsley Holt 33/11kv,850018,Primary,53.009,-1.9694,Forsbrook 132 33,Kingsley Holt 33 11
315207,420015,Kingstanding 132/11kv,670128,Primary,52.5553,-1.8801,Kingstanding 132 11 (GT1A),Kingstanding 132 11
315344,314742,Kingsthorpe 33/11kv,940060,Primary,52.2642,-0.9006,Northampton West,Kingsthorpe
315375,314743,Kingston 33/11kv,940070,Primary,52.041,-0.6874,Bletchley,Kingston
15053,115,Kingsweston,113339,Primary,51.5111,-2.684,AVONMOUTH 33kV,KINGSWESTON 11kV
315034,314601,Kington 66/11kv,670114,Primary,52.212,-3.0077,Hereford (Bishops Wood) & Ludlow 132 66,Kington 66 11
315399,314815,Kinver 33/11kv,770005,Primary,52.4406,-2.2147,Stourport 132 33,Kinver 33 11
315226,314704,Kirton 33/11kv,910022,Primary,52.9214,-0.0573,Boston,Kirton
315046,314601,Knighton 66/11kv,670121,Primary,52.3366,-3.0421,Hereford (Bishops Wood) & Ludlow 132 66,Knighton 66 11
315213,314726,Knypersley 33/11kv,850015,Primary,53.0986,-2.1787,Whitfield 132 33,Knypersley 33 11
245418,245417,Lady Windsor,550149,Primary,51.6367,-3.3558,,LADY WINDSOR 11kV
245339,245516,Lampeter Primary,590020,BSP,52.0958,-4.0905,,LAMPETER 33kV
253610,245339,Lampeter Primary,590020,Primary,52.0958,-4.0905,,LAMPETER 11kV
139,,Landulph  S.G.P.,406003,GSP,50.4447,-4.2427,,
33,139,Landulph Bsp,457710,BSP,50.444,-4.2422,Landulph 33 kV,LANDULPH 33KV
15310,24,Laneast,457620,Primary,50.6183,-4.4851,St TUDY 33kV,LANEAST 11KV
305,217,Langage,330042,Primary,50.3847,-4.0174,PLYMPTON 33kV,LANGAGE 11kV
301922,217,Langage Energy Centre,330047,Primary,50.3881,-4.0113,PLYMPTON 33kV,LANGAGE ENERGY CENTRE 33kV
314895,314576,Langdale Drive 33/11kv,930081,Primary,52.5298,-1.4365,Nuneaton,Langdale Drive
315223,314704,Langrick 33 11kv S Stn,900021,Primary,53.0119,-0.1245,Boston,Langrick
15245,9,Lanner,417030,Primary,50.2087,-5.1983,RAME 33kV,LANNER 11KV
15290,27,Lanreath,437460,Primary,50.3769,-4.585,St GERMANS 33kV,LANREATH 11KV
15169,54,Lapford,310013,Primary,50.852,-3.8099,EXETER CITY 33kV,LAPFORD 11kV
15303,22,Launceston,457250,Primary,50.6291,-4.3556,PYWORTHY 33kV,LAUNCESTON 11KV
15217,48,Lawes Bridge,340025,Primary,50.4841,-3.5521,TORQUAY 33kV,LAWES BRIDGE 11kV
314869,314579,Lawford 33/11kv,930055,Primary,52.3752,-1.2882,Rugby,Lawford
15226,41,Laywell Brixham,340035,Primary,50.383,-3.5247,PAIGNTON 33kV,LAYWELL BRIXHAM 11kV
314540,,Lea Marston 132kv National Grid Site,720004,GSP,52.5286,-1.7088,,
315268,314707,Leadenham 33/11kv,910058,Primary,53.0459,-0.577,Grantham,Leadenham
315073,420020,Leaton 33/11kv,840016,Primary,52.7025,-2.5753,Shrewsbury 132 33,Leaton 33 11
315280,314601,Ledbury 66/11kv,670129,Primary,52.0461,-2.4273,Hereford (Bishops Wood) & Ludlow 132 66,Ledbury 66 11
315052,314638,Leebotwood 33/11kv,840006,Primary,52.5784,-2.7665,Ironbridge 132 33,Leebotwood 33 11
315298,314726,Leek 33/11kv,850028,Primary,53.1019,-2.0329,Whitfield 132 33,Leek 33 11
315106,314654,Leicester 11kv S Stn,920033,Primary,52.6233,-1.1419,,
314654,314548,Leicester 33kv S Stn,920006,BSP,52.6228,-1.1417,Leicester,
314651,314548,Leicester East 33kv S Stn,920004,BSP,52.6295,-1.1014,Leicester East,
315113,314651,Leicester East 6 6kv S Stn,920040,Primary,52.6298,-1.1014,Leicester East,Leicester East 6.6
315103,314650,Leicester North 11kv S Stn,920030,Primary,52.6467,-1.1435,Leicester,Leicester 11
314650,314548,Leicester North 33kv S Stn,920003,BSP,52.6466,-1.1433,Leicester North,
314966,314613,Lenton 33/11kv,880014,Primary,52.9438,-1.1889,Nottingham,Lenton
314926,314601,Leominster 66/11kv,670100,Primary,52.2286,-2.7611,Hereford (Bishops Wood) & Ludlow 132 66,Leominster 66 11
315096,314650,Lero 33/6.6kv,920023,Primary,52.6443,-1.1277,Leicester North,Lero 6.6
235,22,Lifton,330040,Primary,50.6429,-4.2707,LANDULPH 33kV,LIFTON 11kV
245481,253508,Lime Street Gorseinon,520217,Primary,51.6683,-4.0383,,LIME STREET 11kV
315007,314616,Lime Tree Place 33/11kv,890039,Primary,53.1413,-1.1912,Mansfield,Lime Tree Place
314698,314544,Lincoln No 1 33kv S Stn,900002,BSP,53.2284,-0.5189,Lincoln 33,
315273,314821,Lincoln No 2 11kv S Stn,900034,Primary,53.2281,-0.5216,,
292,217,Linketty Lane,330029,Primary,50.3885,-4.0652,PLYMPTON 33kV,LINKETTY LANE 11kV
12778,27,Liskeard,457290,Primary,50.4481,-4.4508,St GERMANS 33kV,LISKEARD 11KV
245475,245502,Litchard,560150,Primary,51.523,-3.5743,,LITCHARD 11kV
315195,314672,Little Hallam 33/11kv,870049,Primary,52.9595,-1.3092,Stanton,Little Hallam
315367,314741,Little Irchester 33 11kv S Stn,920060,Primary,52.2873,-0.6796,Wellingborough,Little Irchester
245326,245516,Llanarth Primary,590021,BSP,52.1885,-4.3211,,LLANARTH 33kV
253636,245326,Llanarth Primary,590021,Primary,52.1885,-4.3211,,LLANARTH 11kV
301183,245520,Llandarcy,560322,Primary,51.6494,-3.8516,,LLANDARCY 11kV
245343,245341,Llandeilo,590151,Primary,51.897,-3.9886,,LLANDEILO 11kV
245505,245433,Llandough,510152,Primary,51.4461,-3.2004,,LLANDOUGH 11kV
245349,245341,Llandovery,590153,Primary,51.9878,-3.8062,,LLANDOVERY 11kV
245384,245518,Llandrindod Wells,610154,Primary,52.2422,-3.3884,,LLANDRINDOD WELLS 11kV
245355,245516,Llanelli Primary,520022,BSP,51.6772,-4.1721,,
253518,245355,Llanelli Primary,520022,Primary,51.6772,-4.1721,,LLANELLI 11kV 1
245336,245339,Llanfihangel Ystrad,590156,Primary,52.1763,-4.1593,,LLANFIHANGEL YSTRAD 11kV
245472,245324,Llanfyrnach,580308,Primary,51.9485,-4.5883,,LLANFYRNACH 11kV
245512,245341,Llangadog,590157,Primary,51.9425,-3.9016,,LLANGADOG 11kV
245401,245502,Llangewydd,560158,Primary,51.5125,-3.5997,,LLANGEWYDD 11kV 1
245476,245437,Llanishen,510160,Primary,51.5314,-3.2052,,LLANISHEN 11kV
245332,245339,Llanllwni,590161,Primary,52.047,-4.2356,,LLANLLWNI 11kV
245354,253508,Llanrhidian,520162,Primary,51.6067,-4.1767,,LLANRHIDIAN 11kV 1
245454,245457,Llantarnam Primary,530023,BSP,51.6292,-3.0171,,LLANTARNAM 66kV
253401,245454,Llantarnam Primary,530023,Primary,51.6292,-3.0171,,LLANTARNAM 11kV
245510,252988,Llynfi,560024,Primary,51.5709,-3.6123,,LLYNFI 11kV
314870,314580,Lockheed 33/11kv,930056,Primary,52.2719,-1.5403,Warwick 33,Lockheed
15037,98,Lockleaze,110772,Primary,51.4847,-2.5693,LOCKLEAZE 33kV 'K' BAR,LOCKLEAZE 11kV
98,130,Lockleaze Bsp 132kv,113370,BSP,51.4853,-2.5708,Lockleaze 33 kV,LOCKLEAZE 33kV
314840,314581,London Road 33 6 6kv S Stn,930027,Primary,52.403,-1.5016,Whitley,London Road 6.6
315196,314614,Long Eaton 33/11kv,870050,Primary,52.898,-1.2749,Toton,Long Eaton
314912,420014,Long Marston 66/11kv,670094,Primary,52.1023,-1.7823,Long Marston 66 11 (T1),Long Marston 66 11
315231,314710,Long Sutton 33/11kv,910027,Primary,52.7783,0.1137,Spalding & South Holland,Long Sutton
282,36,Longbridge,330024,Primary,50.3926,-4.0844,PLYMOUTH 33kV,LONGBRIDGE 11kV
315138,314657,Longcliffe 33 11kv S Stn,890067,Primary,53.0947,-1.6593,Winster,Longcliffe
15307,27,Looe,457300,Primary,50.3458,-4.4821,St GERMANS 33kV,LOOE 11KV
15283,5,Lostwithiel,437390,Primary,50.412,-4.6601,St AUSTELL  33kV,LOSTWITHIEL 11KV
315093,314640,Loughborough 11kv S Stn,920020,Primary,52.7863,-1.2096,,
314640,314543,Loughborough 132/33/11kv,690022,BSP,52.7869,-1.2095,Loughborough 132 11 (GT1B1),Loughborough 132 11
314649,314543,Loughborough 33kv S Stn,920002,BSP,52.7865,-1.2097,Loughborough 33,
315037,314601,Lower Chadnor 66/11kv,670117,Primary,52.1691,-2.8426,Hereford (Bishops Wood) & Ludlow 132 66,Lower Chadnor 66 11
15129,12908,Luckwell Bridge,210490,Primary,51.1373,-3.5636,BOWHAYS CROSS 33kV,LUCKWELL BRIDGE 11kV
314797,314538,Ludlow 132/66/33/11kv Reporting,670064,BSP,52.3666,-2.6882,Ludlow 132 33 (GT2C),
420066,314797,Ludlow 132/66/33/11kv Reporting,670064,Primary,52.3666,-2.6882,Ludlow 132 33,Ludlow 33 11
314876,314603,Lutterworth 33/11kv,930062,Primary,52.4552,-1.2167,Pailton,Lutterworth
15107,78,Lydeard St Lawrence Primary,210050,Primary,51.0798,-3.2377,TAUNTON 33kV 'J' BAR,LYDEARD St LAWRENCE 11kV
314757,314570,Lydney 132/33kv,670031,BSP,51.7363,-2.5376,Lydney 132 33 (GT1),
15151,19,Lynton,260410,Primary,51.2212,-3.8487,BARNSTAPLE 33kV,LYNTON 11kV
15092,87,Lypstone Farm,181216,Primary,51.3508,-2.9168,WESTON 33kV,LYPSTONE FARM 11kV
315184,314674,Mackworth 33/11kv,870038,Primary,52.9207,-1.5201,Derby 33,Mackworth
315067,314638,Madeley 33/11kv,840014,Primary,52.6506,-2.4535,Ironbridge 132 33,Madeley 33 11
314951,314601,Madley 66/11kv,670109,Primary,52.0362,-2.8487,Hereford (Bishops Wood) & Ludlow 132 66,Madley 66 11
245468,245381,Maerdy,540306,Primary,51.6812,-3.4883,,MAERDY 11kV
245491,245356,Maesarddafen,520299,Primary,51.6777,-4.1272,,MAES AR DAFEN 11kV
315386,314603,Magna Park 33/11kv,930107,Primary,52.449,-1.2507,Pailton,Magna Park
245460,245457,Magor Primary,530941,BSP,51.5801,-2.8448,,
253426,245460,Magor Primary,530941,Primary,51.5801,-2.8448,,MAGOR 11kV
315120,420020,Malehurst 33/11kv,840017,Primary,52.6501,-2.9106,Shrewsbury 132 33,Malehurst 33 11
15043,98,Mangotsfield,111800,Primary,51.4864,-2.4939,LOCKLEAZE 33kV 'K' BAR,MANGOTSFIELD 11kV
315004,314616,Mansfield 11kv S Stn,890036,Primary,53.1558,-1.1998,Mansfield,Mansfield 11
314616,314556,Mansfield 33kv S Stn,890008,BSP,53.1557,-1.1996,Mansfield,
315097,314654,Mansfield Street 33/11kv,920024,Primary,52.6384,-1.1335,Leicester,Mansfield Street
315084,314652,Mantle Lane 33 11kv S Stn,930098,Primary,52.7265,-1.3752,Coalville,Mantle Lane
315012,314619,Manton 33 11kv S Stn,890044,Primary,53.2944,-1.0959,Worksop,Manton
314981,314610,Mapperley 33/11kv,880029,Primary,52.9701,-1.131,Nottingham East,Mapperley
15249,10,Marazion,417070,Primary,50.1371,-5.465,HAYLE 33kV,MARAZION 11kV
315174,314668,Marchington 33 11kv S Stn,870028,Primary,52.8788,-1.8029,Uttoxeter,Marchington
315249,314695,Market Deeping 33 11kv S Stn,910045,Primary,52.6781,-0.3012,Bourne,Market Deeping
315119,314639,Market Drayton 33/11kv,850008,Primary,52.9018,-2.482,Meaford 'C' 132 33,Market Drayton 33 11
315353,314648,Market Harborough 33 11kv S Stn,920047,Primary,52.4791,-0.9025,Kibworth,Market Harborough
315252,314705,Market Overton 33/11kv,910048,Primary,52.7586,-0.6666,Grantham,Market Overton
314978,314615,Marlborough Road 33/11kv,880026,Primary,52.99,-1.1342,Nottingham North 33,Marlborough Road
315321,314735,Marlborough Street 33/11kv,940037,Primary,52.0619,-0.7589,Bradwell Abbey,Marlborough Street
15219,45,Marldon,340027,Primary,50.4522,-3.5959,TOTNES 33kV,MARLDON 11kV
314799,314570,Marle Hill 132/66/11kv Reporting,670066,BSP,51.9105,-2.0825,,
420068,314799,Marle Hill 132/66/11kv Reporting,670066,Primary,51.9105,-2.0825,Cheltenham 132 66,Marle Hill 66 11
15177,54,Marsh Barton,310022,Primary,50.7058,-3.5309,EXETER CITY 33kV,MARSH BARTON 11kV
15191,65,Marsh Green,310036,Primary,50.7386,-3.352,EXETER MAIN 33kV 'K' BAR,MARSH GREEN 11kV
314905,314704,Marsh Lane 33/11kv,900007,Primary,52.9615,-0.0136,Boston,Marsh Lane
15134,127,Martock,250300,Primary,50.9678,-2.8013,BRIDGWATER 33kV 'J' BAR,MARTOCK 11kV
315145,314657,Matlock 33/11kv,890074,Primary,53.1387,-1.5509,Winster,Matlock
477784,314743,Maxwell House Data Centre 33/11kv,945675,Primary,52.0021,-0.7374,,
315303,314758,Mead Lane 33/11kv,790023,Primary,51.7142,-2.5378,Lydney 132 33,Mead Lane 33 11
315161,314665,Meadow Lane 33/11kv,890090,Primary,53.102,-1.3759,Alfreton,Meadow Lane
314639,314563,Meaford C 33/11kv Reporting,680026,BSP,52.9314,-2.1674,Meaford 'C' 132 33 (GT1),
420085,314639,Meaford C 33/11kv Reporting,680026,Primary,52.9314,-2.1674,Meaford 'C' 132 33,Meaford 33 11
245329,245341,Meinciau,520172,Primary,51.7691,-4.2433,,MEINCIAU 11kV
315080,314662,Melbourne 33/11kv,870017,Primary,52.809,-1.4338,Bourne,Bourne 11
131,,Melksham S.G.P,106010,GSP,51.3917,-2.1506,,
315243,314703,Melton Mowbray 11kv S Stn,910039,Primary,52.7643,-0.8697,Melton Mowbray,Melton Mowbray 11
314703,314567,Melton Mowbray 33kv S Stn,910006,BSP,52.7646,-0.8698,Melton Mowbray,
245508,245312,Merlins Bridge,600173,Primary,51.7918,-4.9771,,MERLINS BRIDGE 11kV
219,29,Merrivale,330017,Primary,50.4133,-4.1558,ERNESETTLE 33kV,MERRIVALE 11kV
245492,245421,Merthyr East Primary,550901,BSP,51.7572,-3.3607,,
253154,245492,Merthyr East Primary,550901,Primary,51.7572,-3.3607,,MERTHYR EAST 11kV
315276,314698,Metheringham 33/11kv,900037,Primary,53.135,-0.4092,Lincoln 33,Metheringham
15284,5,Mevagissey,437400,Primary,50.2855,-4.8005,St AUSTELL  33kV,MEVAGISSEY 11KV
15152,19,Middle Barlington,260420,Primary,50.9289,-4.0571,BARNSTAPLE 33kV,MIDDLE BARLINGTON 11kV
245408,245417,Middle Fan,540174,Primary,51.6679,-3.4562,,MIDDLE FAN 11kV
315071,314646,Middlefield 33/11kv,930088,Primary,52.5559,-1.3745,Hinckley 33,Middlefield
15068,119,Midsomer Norton,160423,Primary,51.2904,-2.4844,RADSTOCK 33kV,MIDSOMER NORTON 11kV
31,139,Milehouse Bsp,330002,BSP,50.3834,-4.1582,Milehouse 33 kV,MILEHOUSE 33KV
245511,245312,Milford Haven,600279,Primary,51.7143,-5.0408,,
245308,245306,Milford Haven Grid,600042,BSP,51.7339,-4.9732,,MILFORD HAVEN 11kV
245485,253131,Mill St Tonyrefail,540241,Primary,51.5822,-3.4301,,MILL ST TONYREFAIL 11kV
315139,314657,Millclose 33 11kv S Stn,890068,Primary,53.1575,-1.6162,Winster,Millclose
15112,82,Millfield,210100,Primary,51.1119,-2.73,STREET 33kV,MILLFIELD 11kV
315017,314618,Misson 33 11kv S Stn,890049,Primary,53.448,-0.9691,Checkerhouse,Misson
315028,314618,Misterton 33/11kv,890060,Primary,53.4341,-0.8439,Checkerhouse,Misterton
315127,314758,Mitcheldean 33/11kv,790014,Primary,51.858,-2.499,Lydney 132 33,Mitcheldean 33 11
387,217,Modbury,340040,Primary,50.3479,-3.8947,PLYMPTON 33kV,MODBURY 11kV
315088,314670,Moira 33 11kv S Stn,930102,Primary,52.7407,-1.5532,Gresley,Moira
